id,recipe_name,category,main_ingredient,rating,image_name,description,ingredients,image,cluster,cluster_numeric,predicted_cluster
52844,Lasagne,Pasta,API,3.0,,"Heat the oil in a large saucepan. Use kitchen scissors to snip the bacon into small pieces, or use a sharp knife to chop it on a chopping board. Add the bacon to the pan and cook for just a few mins until starting to turn golden. Add the onion, celery and carrot, and cook over a medium heat for 5 mins, stirring occasionally, until softened.
Add the garlic and cook for 1 min, then tip in the mince and cook, stirring and breaking it up with a wooden spoon, for about 6 mins until browned all over.
Stir in the tomato purée and cook for 1 min, mixing in well with the beef and vegetables. Tip in the chopped tomatoes. Fill each can half full with water to rinse out any tomatoes left in the can, and add to the pan. Add the honey and season to taste. Simmer for 20 mins.
Heat oven to 200C/180C fan/gas 6. To assemble the lasagne, ladle a little of the ragu sauce into the bottom of the roasting tin or casserole dish, spreading the sauce all over the base. Place 2 sheets of lasagne on top of the sauce overlapping to make it fit, then repeat with more sauce and another layer of pasta. Repeat with a further 2 layers of sauce and pasta, finishing with a layer of pasta.
Put the crème fraîche in a bowl and mix with 2 tbsp water to loosen it and make a smooth pourable sauce. Pour this over the top of the pasta, then top with the mozzarella. Sprinkle Parmesan over the top and bake for 25–30 mins until golden and bubbling. Serve scattered with basil, if you like.","1 tblsp  Olive Oil
2 Bacon
1 finely chopped  Onion
1 Stick Celery
1 medium Carrots
2 cloves chopped Garlic
500g Minced Beef
1 tbls Tomato Puree
800g Chopped Tomatoes
1 tblsp  Honey
500g Lasagne Sheets
400ml Creme Fraiche
125g Mozzarella Balls
50g Parmesan Cheese
Topping Basil Leaves",https://www.themealdb.com/images/media/meals/wtsvxx1511296896.jpg,High,0,1
53026,Tamiya,Vegetarian,API,3.0,,"oak the beans in water to cover overnight.Drain. If skinless beans are unavailable, rub to loosen the skins, then discard the skins. Pat the beans dry with a towel.
Grind the beans in a food mill or meat grinder.If neither appliance is available, process them in a food processor but only until the beans form a paste. (If blended too smoothly, the batter tends to fall apart during cooking.) Add the scallions, garlic, cilantro, cumin, baking powder, cayenne, salt, pepper, and coriander, if using.  Refrigerate for at least 30 minutes.
Shape the bean mixture into 1-inch balls.Flatten slightly and coat with flour.
Heat at least 1½-inches of oil over medium heat to 365 degrees.
Fry the patties in batches, turning once, until golden brown on all sides, about 5 minutes.Remove with a wire mesh skimmer or slotted spoon. Serve as part of a meze or in pita bread with tomato-cucumber salad and tahina sauce.","3 cups  Broad Beans
6 Spring Onions
4 Garlic Clove
1/4 cup Parsley
2 tsp Cumin
1 tsp  Baking Powder
1/2 tsp Cayenne Pepper
Spinkling Flour
As required Vegetable Oil",https://www.themealdb.com/images/media/meals/n3xxd91598732796.jpg,High,0,1
52948,Wontons,Pork,API,3.0,,"Combine pork, garlic, ginger, soy sauce, sesame oil, and vegetables in a bowl.
Separate wonton skins.
Place a heaping teaspoon of filling in the center of the wonton.
Brush water on 2 borders of the skin, covering 1/4 inch from the edge.
Fold skin over to form a triangle, sealing edges.
Pinch the two long outside points together.
Heat oil to 450 degrees and fry 4 to 5 at a time until golden.
Drain and serve with sauce.","1lb Pork
3 chopped Garlic Clove
1 tsp  Ginger
1 tbs Soy Sauce
1 tsp  Sesame Seed Oil
3 finely chopped Carrots
3 finely chopped Celery
6 chopped Spring Onions
1 Packet Wonton Skin
Fry Oil
Bottle Water",https://www.themealdb.com/images/media/meals/1525876468.jpg,High,0,1
52971,Kafteji,Vegetarian,API,2.0,,"Peel potatoes and cut into 5cm cubes.
Pour 1-2 cm of olive oil into a large pan and heat up very hot. Fry potatoes until golden brown for 20 minutes, turning from time to time. Place on kitchen paper to drain.
Cut the peppers in half and remove seeds. Rub a little olive oil on them and place the cut side down on a baking tray. Place them under the grill. Grill until the skin is dark and bubbly. While the peppers are still hot, put them into a plastic sandwich bag and seal it. Take them out after 15 minutes and remove skins.
In the meantime, heat more olive oil another pan. Peel the onions and cut into thin rings. Fry for 15 minutes until golden brown, turning them often. Add the Ras el hanout at the end.
Cut the pumpkin into 5cm cubes and fry in the same pan you used for the potatoes for 10-15 minutes until it is soft and slightly browned. Place on kitchen paper.
Pour the remaining olive oil out of the pan and put all the cooked vegetables into the pan and mix. Whisk eggs and pour them over the vegetables. Put the lid on the pan so that the eggs cook. Put the contents of the pan onto a large chopping board, add salt and pepper and chopped and mix everything with a big knife.","5 Large Potatoes
2 tbs Olive Oil
1 Green Pepper
5 Onions
1 tbs Ras el hanout
500g Pumpkin
24 Skinned Eggs
Pinch Salt
Pinch Pepper",https://www.themealdb.com/images/media/meals/1bsv1q1560459826.jpg,Low,1,0
53060,Burek,Side,API,2.0,,"Fry the finely chopped onions and minced meat in oil. Add the salt and pepper. Grease a round baking tray and put a layer of pastry in it. Cover with a thin layer of filling and cover this with another layer of filo pastry which must be well coated in oil. Put another layer of filling and cover with pastry. When you have five or six layers, cover with filo pastry, bake at 200ºC/392ºF for half an hour and cut in quarters and serve.","1 Packet Filo Pastry
150g Minced Beef
150g Onion
40g Oil
Dash Salt
Dash Pepper",https://www.themealdb.com/images/media/meals/tkxquw1628771028.jpg,Low,1,0
53013,Big Mac,Beef,API,2.0,,"For the Big Mac sauce, combine all the ingredients in a bowl, season with salt and chill until ready to use.
2. To make the patties, season the mince with salt and pepper and form into 4 balls using about 1/3 cup mince each. Place each onto a square of baking paper and flatten to form into four x 15cm circles. Heat oil in a large frypan over high heat. In 2 batches, cook beef patties for 1-2 minutes each side until lightly charred and cooked through. Remove from heat and keep warm. Repeat with remaining two patties.
3. Carefully slice each burger bun into three acrossways, then lightly toast.
4. To assemble the burgers, spread a little Big Mac sauce over the bottom base. Top with some chopped onion, shredded lettuce, slice of cheese, beef patty and some pickle slices. Top with the middle bun layer, and spread with more Big Mac sauce, onion, lettuce, pickles, beef patty and then finish with more sauce. Top with burger lid to serve.
5. After waiting half an hour for your food to settle, go for a jog.","400g Minced Beef
2 tbs Olive Oil
2 Sesame Seed Burger Buns
Chopped Onion
1/4  Iceberg Lettuce
2 sliced Cheese
2 large Dill Pickles
1 cup  Mayonnaise
2 tsp White Wine Vinegar
Pinch Pepper
2 tsp Mustard
1 1/2 tsp  Onion Salt
1 1/2 tsp  Garlic Powder
1/2 tsp Paprika",https://www.themealdb.com/images/media/meals/urzj1d1587670726.jpg,Low,0,0
52929,Timbits,Dessert,API,2.0,,"Sift together dry ingredients.
Mix together wet ingredients and incorporate into dry. Stir until smooth.
Drop by teaspoonfuls(no bigger) into hot oil (365 degrees, no hotter), turning after a few moments until golden brown on all sides.
Remove and drain.
Roll in cinnamon sugar while still warm and serve.","2 cups  Flour
1/3 cup Sugar
3 tsp Baking Powder
½ tsp Salt
1 beaten Egg
¾ cup Milk
3 tbs Oil
for frying Oil
garnish Icing Sugar",https://www.themealdb.com/images/media/meals/txsupu1511815755.jpg,Low,1,0
52811,Ribollita,Vegetarian,API,2.0,,"Put 2 tablespoons of the oil in a large pot over medium heat. When it’s hot, add onion, carrot, celery and garlic; sprinkle with salt and pepper and cook, stirring occasionally, until vegetables are soft, 5 to 10 minutes.
Heat the oven to 500 degrees. Drain the beans; if they’re canned, rinse them as well. Add them to the pot along with tomatoes and their juices and stock, rosemary and thyme. Bring to a boil, then reduce heat so the soup bubbles steadily; cover and cook, stirring once or twice to break up the tomatoes, until the flavors meld, 15 to 20 minutes.
Fish out and discard rosemary and thyme stems, if you like, and stir in kale. Taste and adjust seasoning. Lay bread slices on top of the stew so they cover the top and overlap as little as possible. Scatter red onion slices over the top, drizzle with the remaining 3 tablespoons oil and sprinkle with Parmesan.
Put the pot in the oven and bake until the bread, onions and cheese are browned and crisp, 10 to 15 minutes. (If your pot fits under the broiler, you can also brown the top there.) Divide the soup and bread among 4 bowls and serve.","5 tablespoons Olive Oil
1 chopped Onion
1 chopped Carrots
1 stalk chopped Celery
1 tablespoon minced Garlic
2 cups Cannellini Beans
1 Canned tomatoes
4 cups Water
1 fresh sprig Rosemary
1 fresh sprig Thyme
1 pound chopped Kale
4 thick slices Wholegrain Bread
1 thinly sliced Red Onions
½ cup freshly grated Parmesan",https://www.themealdb.com/images/media/meals/xrrwpx1487347049.jpg,Low,1,0
52906,Flamiche,Vegetarian,API,2.0,,"For the pastry, sift the flour and salt into the bowl of a food processor, add the butter and lard, then whizz together briefly until the mixture looks like fine breadcrumbs. Tip the mixture into a bowl, then stir in the cheese and enough of the water for the mixture to come together. Tip out onto a lightly floured surface and knead briefly until smooth. Roll out thinly and line a 23cm x 4cm loose-?bottomed fluted flan tin. Prick the base with a fork. Chill for 20 minutes.
02.Melt the 75g butter in a saucepan over a low heat, then add the leeks and the salt. Cover and cook for ?10 minutes until soft. Uncover the pan, increase the heat and cook ?for 2 minutes, stirring occasionally, until the liquid has evaporated. Spoon onto a plate and leave to cool.
03.Preheat the oven to 200°C/fan180°C/gas 6. Line the pastry case with baking paper and baking beans or rice and blind bake for 15-20 minutes until the edges are biscuit-coloured. Remove the paper and beans/rice and return the case to the oven for 7-10 minutes until the base is crisp and lightly golden. Remove and set aside. Reduce the oven temperature to 190°C/fan170°C/gas 5.
04.Put the crème fraîche into a bowl with the whole egg, egg yolks and nutmeg. Lightly beat together, then season. Stir in the leeks. Spoon ?the mixture into the tart case and bake for 35-40 minutes until set ?and lightly golden. Remove from ?the oven and leave for 10 minutes. Take out of the tin and serve.","75g Butter
1kg Leek
½ tsp Salt
300ml  Creme Fraiche
1 Egg
3 Egg Yolks
¼ teaspoon Nutmeg
225g Plain Flour
½ tsp Salt
60g Butter
60g Lard
50g Cheddar Cheese
2 tbs Water",https://www.themealdb.com/images/media/meals/wssvvs1511785879.jpg,Low,0,0
52804,Poutine,Miscellaneous,API,2.0,,"Heat oil in a deep fryer or deep heavy skillet to 365°F (185°C).
Warm gravy in saucepan or microwave.
Place the fries into the hot oil, and cook until light brown, about 5 minutes.
Remove to a paper towel lined plate to drain.
Place the fries on a serving platter, and sprinkle the cheese over them.
Ladle gravy over the fries and cheese, and serve immediately.","Dash Vegetable Oil
1 Can Beef Gravy
5 thin cut Potatoes
2 cups Cheese Curds",https://www.themealdb.com/images/media/meals/uuyrrx1487327597.jpg,Low,0,0
53027,Koshari,Vegetarian,API,2.0,,"Cook the lentils. Bring lentils and 4 cups of water to a boil in a medium pot or saucepan over high heat. Reduce the heat to low and cook until lentils are just tender (15-17 minutes). Drain from water and season with a little salt. (Note: when the lentils are ready, they should not be fully cooked. They should be only par-cooked and still have a bite to them as they need to finish cooking with the rice).
Now, for the rice. Drain the rice from its soaking water. Combine the par-cooked lentils and the rice in the saucepan over medium-high heat with 1 tbsp cooking oil, salt, pepper, and coriander. Cook for 3 minutes, stirring regularly. Add warm water to cover the rice and lentil mixture by about 1 1/2 inches (you’ll probably use about 3 cups of water here). Bring to a boil; the water should reduce a bit. Now cover and cook until all the liquid has been absorbed and both the rice and lentils are well cooked through (about 20 minutes).  Keep covered and undisturbed for 5 minutes or so.
Now make the pasta. While the rice and lentils are cooking, make the pasta according to package instructions by adding the elbow pasta to boiling water with a dash of salt and a little oil. Cook until the pasta is al dente. Drain.
Cover the chickpeas and warm in the microwave briefly before serving.

Make the crispy onion topping. 

Sprinkle the onion rings with salt, then toss them in the flour to coat. Shake off excess flour.
In a large skillet, heat the cooking oil over medium-high heat, cook the onion rings, stirring often, until they turn a nice caramelized brown. Onions must be crispy, but not burned (15-20 minutes).","1 1/2 cups  Brown Lentils
1 1/2 cups  Rice
1/2 tsp Coriander
2 cups  Macaroni
Can Chickpeas
1 large Onion
Sprinking Salt
1/2 cup  Vegetable Oil",https://www.themealdb.com/images/media/meals/4er7mj1598733193.jpg,Low,0,0
52769,Kapsalon,Lamb,API,1.0,,"Cut the meat into strips. Heat oil in a pan and fry the strips for 6 minutes until it's ready.
Bake the fries until golden brown in a deep fryrer. When ready transfer to a backing dish. Make sure the fries are spread over the whole dish.
Cover the fries with a new layer of meat and spread evenly.
Add a layer of cheese over the meat. You can also use grated cheese. When done put in the oven for a few minutes until the cheese is melted.
Chop the lettuce, tomato and cucumber in small pieces and mix together. for a basic salad. As extra you can add olives jalapenos and a red union.
Dived the salad over the dish and Serve with garlicsauce and hot sauce","250 Grams Fries
500 Grams Doner Meat
Topping Garlic sauce
Topping Hotsauce
1 Bulb Lettuce
1 Tomato
3rd Cucumber
100 Grams Gouda cheese",https://www.themealdb.com/images/media/meals/sxysrt1468240488.jpg,Low,1,0
52854,Pancakes,Dessert,API,1.0,,"Put the flour, eggs, milk, 1 tbsp oil and a pinch of salt into a bowl or large jug, then whisk to a smooth batter. Set aside for 30 mins to rest if you have time, or start cooking straight away.
Set a medium frying pan or crêpe pan over a medium heat and carefully wipe it with some oiled kitchen paper. When hot, cook your pancakes for 1 min on each side until golden, keeping them warm in a low oven as you go.
Serve with lemon wedges and sugar, or your favourite filling. Once cold, you can layer the pancakes between baking parchment, then wrap in cling film and freeze for up to 2 months.","100g  Flour
2 large Eggs
300ml  Milk
1 tbls Sunflower Oil
to serve Sugar
to serve Raspberries
to serve Blueberries",https://www.themealdb.com/images/media/meals/rwuyqx1511383174.jpg,Low,0,0
52802,Fish pie,Seafood,API,1.0,,"01.Put the potatoes in a large pan of cold salted water and bring to the boil. Lower the heat, cover, then simmer gently for 15 minutes until tender. Drain, then return to the pan over a low heat for 30 seconds to drive off any excess water. Mash with 1 tbsp olive oil, then season.
02.Meanwhile put the milk in a large sauté pan, add the fish and bring to the boil. Remove from the heat, cover and stand for 3 minutes. Remove the fish (reserving the milk) and pat dry with kitchen paper, then gently flake into an ovenproof dish, discarding the skin and any bones.
03.Heat the remaining oil in a pan, stir in the flour and cook for 30 seconds. Gradually stir in 200-250ml of the reserved milk (discard the rest). Grate in nutmeg, season, then bubble until thick. Stir in the cream.
04.Preheat the oven to 190°C/fan170°C/gas 5. Grate the artichokes and add to the dish with the leek, prawns and herbs. Stir the lemon zest and juice into the sauce, then pour over. Mix gently with a wooden spoon.
05.Spoon the mash onto the fish mixture, then use a fork to make peaks, which will crisp and brown as it cooks. Sprinkle over the cheese, then bake for 35-40 minutes until golden and bubbling. Serve with wilted greens.","900g Floury Potatoes
2 tbsp Olive Oil
600ml Semi-skimmed Milk
800g White Fish Fillets
1 tbsp Plain flour
Grating Nutmeg
3 tbsp Double Cream
200g Jerusalem Artichokes
1 finely sliced Leek
200g peeled raw Prawns
Large handful Parsley
Handful Dill
Grated zest of 1 Lemon
25g grated Gruyère
Juice of 1 Lemon",https://www.themealdb.com/images/media/meals/ysxwuq1487323065.jpg,Low,0,0
53052,Roti john,Beef,API,1.0,,"Mix all the ingredients in a bowl.
Heat a pan or griddle with a little vegetable oil.
Pour the mixture onto the pan and place a piece of open-faced baguette on top.
Press on the bread with a spatula and grill for 2 minutes.
Turn the bread over to make it a little crispy.
Remove from pan and cut the bread into small portions.
Add mayonnaise and/or Sambal before cutting the sandwich (optional).","1/4 lb Minced Beef
1 Onion
3 Eggs
1 tbs Chilli
1/2  Baguette
To taste Salt
To taste Pepper
Top Mayonnaise",https://www.themealdb.com/images/media/meals/hx335q1619789561.jpg,Low,0,0
